name,team,teamSlug,role,pma,pfc,pmaRange,pfcRange,slot,expectedTitolarita,expectedFantamedia,roleMantra,idFantacalcio,lastThreeYearTitolarity,lastFiveYearVotoBase,lastFiveYearFantamedia,lastFiveYearTitolarity,lastYearVotoBase,lastYearFantamedia,lastYearTitolarity,lastFiveMatchesVotoBase,lastFiveMatchesFantamedia,lastFiveMatchesTitolarity,currentSeasonVotoBase,currentSeasonFantamedia,currentSeasonTitolarity,playerStatus,penaltyProbability,freeKickProbability,unavailableUntilRound,fasciaFc,fasciaFr,svinc,commentoFr,africaUntilRound,position,modulo,coach,commentoFrTeam,rientroIncerto,newArrival,calciomercato,updatedAt,dpfcpma
AKANJI,Inter,INT,D,"57,3","45,3",53-63,34-57,2,92,"6,33",,4159,0,0,0,0,"6,28","6,41","8421,05",0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,"Leader della retroguardia, ha portato esperienza e cattiveria. I bonus non sono il suo forte, ma porta sempre ottimi voti. Perfetto per il modificatore.",0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-12
ZANIOLO,Udinese,UDI,C,"100,3",92,93-109,74-111,1,92,"6,9",,2766,0,0,0,0,"6,26","6,77","8157,89",0,0,0,0,0,0,T,30,50,0,Semi-Top,Semi-Top,0,"Il talento più importante e carismatico. Trequartista/seconda punta di qualità, fisico e tecnico. Ama inventare, dribblare, calciare e arrivare in zona gol. Quando è in giornata è il giocatore più decisivo della squadra. Ha risolto i suoi problemi di contratto col club ed è pronto a ripartire con la maglia dell'Udinese. Secondo slot.",0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-8
GUEYE,Udinese,UDI,A,"2,6",1,3-4,1-2,6,52,"6,24",,7272,0,0,0,0,"5,77","5,92","3421,05",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"77,1", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
RODRIGUEZ JU.,Cagliari,CAG,D,"3,7","2,4",3-5,2-3,8,88,"6,03",,7268,0,0,0,0,"5,62","5,72","4210,53",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"42,3", ,0,4,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
ZÈ PEDRO,Cagliari,CAG,D,"3,8","3,8",3-5,3-5,7,88,"6,05",,7274,0,0,0,0,"5,77","5,68","5789,47",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"25,9", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,0
NICOLUSSI CAVIGLIA,Parma,PAR,C,"3,8",1,3-6,1-2,8,83,"6,24",,4349,"5614,04",0,0,0,"5,89","6,02","6052,63",0,0,0,0,0,0,T,0,10,4,TitLowCost,TitLowCost,"24,8", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-3
CREMASCHI,Parma,PAR,C,"1,8",1,2-3,1-2,8,44,"6,03",,7276,0,0,0,0,6,6,"263,16",0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,98, ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
VERGARA,Napoli,NAP,C,"12,2",1,9-16,1-2,8,64,"6,41",,7223,0,0,0,0,"6,25","6,5","2105,26",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"6,8","Il ragazzo ha rinnovato il contratto, segno che il Napoli crede molto in lui. Sono state rispedite al mittente tante offerte arrivate per lui. Allegri lo vede mezzala e vuole provare a utilizzarlo in quel ruolo. Potrebbe essere una mossa interessante e lui una buona scommessa al fanta.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-11
KOUADIO,Monza,MON,D,"2,4",1,2-4,1-2,8,65,"5,69",,7238,0,0,0,0,6,6,"263,16",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"56,1", ,0,2,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
BERNASCONI,Atalanta,ATA,D,24,"27,4",21-28,21-35,3,88,"6,23",,7219,0,0,0,0,"6,09","6,16","5789,47",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"0,4","Bernasconi verrà utilizzato da terzino, ruolo che comunque si addice perfettamente alle sue caratteristiche. Il gioco dispendioso di Sarri per i terzini, ci porta a pensare che lui avrà un ruolo importante vista la freschezza dovuta all'età. Nel primo anno da giocatore importante per la Dea se l'è cavata bene, quest'anno può crescere ulteriormente.",0,5,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,3
TORNQVIST,Como,COM,P,"1,8",1,2-3,1-2,3,20,"4,93",,7301,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"10,8", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
SHERRI,Cagliari,CAG,P,"1,8",1,2-3,1-2,3,20,"5,02",,6650,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"79,6", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
RATKOV,Lazio,LAZ,A,"20,4","25,4",13-29,20-32,4,79,"6,45",,7313,0,0,0,0,"5,64","5,64","1842,11",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"1,3", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,5
TAYLOR K.,Lazio,LAZ,C,47,"57,8",42-53,47-70,2,92,"6,67",,7314,0,0,0,0,"6,06","6,56","4473,68",0,0,0,0,0,0,T,20,10,0,OttimoTit,OttimoTit,0,"Uno dei migliori acquisti del mercato invernale. Davvero un centrocampista di grande qualità e visione di gioco. I bonus li porta e quest'anno sarà anche più abituato alla Serie A. Titolarità certa, personalità e costanza: si deve prendere. Tra l'altro la Lazio è anche senza coppe e al fanta è un plus.",0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,11
GORTER,Lecce,LEC,C,"2,1",1,2-4,1-2,8,64,"5,93",,7248,0,0,0,0,"5,5","5,5","263,16",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,1", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
GANDELMAN,Lecce,LEC,C,3,"13,1",3-4,10-17,5,92,"6,35",,7318,0,0,0,0,"5,97","6,41","4210,53",0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"34,6",Giocatore di ottimo livello e che ha saputo subito adattarsi alla Serie A pur giocando in una squadra che lottava per non retrocedere.,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,10
TREPY,Cagliari,CAG,A,"1,9",1,2-3,1-2,6,49,"6,3",,7317,0,0,0,0,"5,67","5,67","789,47",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"83,8", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
ARIZALA,Udinese,UDI,D,"2,2",1,2-3,1-2,8,68,"6,01",,7312,0,0,0,0,"5,8","5,8","1315,79",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,6", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
NGOM,Lecce,LEC,C,"2,6",1,3-4,1-2,8,80,"6,16",,7322,0,0,0,0,"5,69","5,65","3421,05",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"85,6", ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
FOFANA SA.,Lecce,LEC,C,"1,7",1,2-3,1-2,8,51,"5,82",,7319,0,0,0,0,"5,5","5,5","526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,98, ,0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MALEN,Roma,ROM,A,"349,4","376,2",329-371,339-414,1,92,"7,53",,5585,0,0,0,0,"6,72","8,97","4736,84",0,0,0,0,0,0,T,40,20,0,Top,Top,0,"Non è un puro centravanti statico, ma bensì atipico, che attacca i canali, taglia e conclude con grande efficacia. Veloce, tecnico e intelligente nei movimenti: perfetto per le verticalizzazioni e le transizioni di Gasperini. Ha strabiliato tutti da gennaio in poi, riuscirà a ripetersi? Noi crediamo di sì.",0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,27
HELLAND,Bologna,BOL,D,2,1,2-3,1-2,8,60,"5,89",,7326,0,0,0,0,"5,5","5,33","1578,95",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"85,1", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
VAZ,Roma,ROM,A,"2,3",1,2-3,1-2,6,60,"6,27",,6981,0,0,0,0,"5,93","6,36","1842,11",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"53,2", ,0,11,0, , ,FALSE,FALSE,potrebbe non rimanere a Roma,2026-08-20T09:36:19.000Z,-1
MOTTA,Lazio,LAZ,P,"3,4",1,3-5,1-2,3,20,"4,8",,7337,0,0,0,0,6,"5,17","2368,42",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"5,9","Lo scorso anno a un certo punto si è ritrovato titolare inaspettatamente e non ha sfigurato. In questa stagione però tornerà a essere il vince. Magari nel corso della stagione la gerarchia potrebbe cambiare, per questo se prendete Mandas prendete anche lui.",0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
ALBARRACIN,Cagliari,CAG,A,"1,8",1,2-3,1-2,6,51,"6,16",,7338,0,0,0,0,6,6,"526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,3", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
BIJLOW,Genoa,GEN,P,"27,1","46,8",23-32,36-59,1,91,"5,14",,7332,0,0,0,0,"6,06","4,78","4210,53",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"4,2",Si è dimostrato un portiere affidabile e su cui De Rossi ripone grande fiducia. In rosa può farvi comodo.,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,20
BOGA,Juventus,JUV,A,"17,2",25,13-23,19-32,5,68,"6,61",,2832,0,0,0,0,"6,19","7,15","3421,05",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,0, ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,8
ELPHEGE,Parma,PAR,A,"6,5","12,6",5-9,10-16,5,80,"6,34",,7342,0,0,0,0,6,"6,88","2105,26",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,11,È arrivato a gennaio e in pochi sapevano chi fosse. Il ragazzo si è messo a disposizione e si è fatto trovare pronto segnando anche gol importanti. Quest'anno avrà più spazio. Come quinto/sesto slot è un acquisto sensato.,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,6
AMORIM,Genoa,GEN,C,"2,4",1,2-4,1-2,8,86,"6,21",,7341,0,0,0,0,"5,72","5,67","2368,42",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"73,4","Quest'anno, dopo sei mesi di ambientamento, crediamo che sarà un titolare nel centrocampo del Genoa. Play maker dai piedi buoni e che può portare anche qualche bonus. Ottimo acquisto se fatto a cifre basse. Scommessa.",0,7,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
KULENOVIC,Torino,TOR,A,"2,7",1,3-4,1-2,6,74,"6,28",,7349,0,0,0,0,"5,71","5,79","1842,11",0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"48,3", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
PRZYBOREK,Lazio,LAZ,C,"1,7",1,2-3,1-2,8,54,"6,07",,7345,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,7", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
SANTOS A.,Napoli,NAP,A,80,"82,4",70-91,66-99,2,88,"6,74",,7351,0,0,0,0,"6,35","7,23","3421,05",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,"Ha dimostrato di poter incidere positivamente in Serie A, tanto che il Napoli ha deciso di riscattarlo. Dribbling, velocità e vede la porta. Tutte caratteristiche che Allegri ama nei suoi giocatori d'attacco. Ci sarà da capire quanto sarà disponibile alla fase difensiva. In ogni caso sarà spesso in ballottaggio vista la quantità di esterni presenti nella rosa.",0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,2
BAKOLA,Sassuolo,SAS,C,3,1,2-5,1-2,8,79,"6,26",,7036,0,0,0,0,"6,17","6,17","789,47",0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"57,8", ,0,8,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
MLACIC,Udinese,UDI,D,"1,7",1,2-3,1-2,8,52,"5,94",,7356,0,0,0,0,"5,83","5,67","789,47",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,2", ,0,3,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
CARBONI F.,Parma,PAR,D,"1,8",1,2-3,1-2,8,52,"5,93",,6149,0,0,0,0,6,6,"526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,2", ,0,9,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
LAHDO,Como,COM,C,"1,9",1,1-3,1-2,8,46,"6,02",,7357,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,8", ,0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
SIVIERO,Torino,TOR,P,"2,1",1,2-3,1-2,3,20,"5,37",,7363,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,5", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MENDY P.,Cagliari,CAG,A,"5,9","38,1",4-9,29-48,4,78,"6,57",,7374,0,0,0,0,"5,94","6,62","2105,26",0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"15,2", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,32
RAMOS G.,Milan,MIL,A,"287,2","272,1",266-309,245-300,1,92,"7,23",,6397,0,0,0,0,0,0,0,0,0,0,0,0,0,T,20,0,0,Semi-Top,Semi-Top,0,"È un giocatore di caratura internazionale. Purtroppo le ultime stagioni le ha giocate all'ombra di grandissimi campioni, ma quando è stato chiamato in causa ha sempre risposto presente. Ora l'occasione di essere il titolare. Il Milan lo ha voluto fortemente così come Amorim. Se riuscirà presto ad ambientarsi in Serie A, allora saremmo difronte a un possibile colpo Top.",0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-15
YEBOAH J.,Venezia,VEN,A,"27,8","58,9",22-34,48-71,3,92,"6,55",,6904,0,0,0,0,0,0,0,0,0,0,0,0,0,T,10,0,0,OttimoTit,OttimoTit,0,"Ci piace tanto e crediamo riuscirà a fare la differenza anche in Serie A. Giocatore veramente di grandissima qualità e intelligenza calcistica. Non chiamiamolo scommessa, è una certezza. Vorremmo dirvi semitop, ma per la squadra in cui gioca dobbiamo tenerci su una fascia più bassa. Dateci retta, va preso.",0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,31
GHEDJEMIS,Frosinone,FRO,A,"19,7","35,3",15-25,27-45,4,84,"6,47",,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,B,20,20,0,TitLowCost,TitLowCost,0,"Il vero trascinatore della promozione: 15 gol e diversi assist. Mancino naturale, predilige partire largo a destra per rientrare sul piede forte. È un dribblomane puro, rapidissimo negli spazi stretti, con una conduzione di palla molto pulita e un gran numero di tocchi in pochi metri. Ama l’uno contro uno, accelera e cerca costantemente la conclusione. Non è un semplice assist-man: attacca l’area con continuità e ha un fiuto del gol fuori.",0,8,0, , ,FALSE,TRUE,Ha accettato la proposta del Monaco,2026-08-20T09:36:19.000Z,15
RAIMONDO,Frosinone,FRO,A,"15,2","32,8",11-20,25-42,4,92,"6,37",,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,T,10,0,0,TitLowCost,TitLowCost,"1,5","Veloce, ama attaccare lo spazio alle spalle dei centrali e non ama particolarmente giocare spalle alla porta. Ha un ottimo senso della posizione in area, è efficace di testa e di piede, e ha mostrato una grande capacità realizzativa (11 gol nella stagione della promozione).",0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,18
CALÒ,Frosinone,FRO,C,"24,7","21,2",21-29,16-27,4,88,"6,47",,7472,0,0,0,0,0,0,0,0,0,0,0,0,0,T,70,70,0,OttimoTit,OttimoTit,0,"Nella stagione 2025-26 è stato decisivo sia in fase di costruzione che in inserimento (numeri da top: tanti gol + moltissimi assist). Ha grande visione di gioco, qualità nei passaggi progressivi e capacità di arrivare al tiro da fuori o di inserirsi.",0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
ADORANTE,Venezia,VEN,A,"2,9",1,2-4,1-2,6,48,"6,52",,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"38,1", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
STANKOVIC F.,Venezia,VEN,P,"12,3","17,2",9-16,13-22,2,86,"4,96",,6248,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"6,6","Portiere reattivo e moderno. Figlio d’arte, ha buon gioco con i piedi, presenza in area e capacità di costruire dal basso. È il punto fermo tra i pali e uno dei valori più solidi della rosa.",0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,5
THIAM,Monza,MON,P,"6,7","19,3",5-10,15-25,2,91,"4,93",,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"13,7",È lui il portiere titolare del Monza e lo scorso anno ha dimostrato ottime cose. Può essere un buon terzo slot low cost.,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,12
RRAHMANI AL.,Venezia,VEN,A,"4,6","24,7",3-7,19-31,5,78,"6,46",,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,P,20,0,0,TitLowCost,TitLowCost,"14,6","Attaccante molto rapido e dotato di ottimo fiuto del gol. Nelle gerarchie però parte dietro ad Adams, quindi si può prendere come sua riserva a 1 credito o come scommessa sempre a 1 credito.",0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,20
CACCIAMANI,Torino,TOR,C,"12,5","8,4",10-16,7-11,6,88,"6,35",,7060,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"1,7", ,0,9,0, , ,FALSE,TRUE,La Roma lo cerca con insistenza,2026-08-20T09:36:19.000Z,-5
PESSINA,Monza,MON,C,"9,4","4,9",6-14,4-7,7,75,"6,45",,2741,0,0,0,0,0,0,0,0,0,0,0,0,0,T,70,30,8,TitLowCost,TitLowCost,"18,6","Ha buona visione di gioco, tecnica pulita e capacità di leggere gli spazi tra le linee. È una “mezzala moderna” che unisce inserimenti offensivi, lavoro difensivo e personalità. Nel Monza è il capitano e leader, come giocatore affidabile da quinto/sesto slot si può prendere.",0,7,0, , ,TRUE,TRUE,,2026-08-20T09:36:19.000Z,-4
BUSIO,Venezia,VEN,C,"8,2",9,6-11,7-12,6,92,"6,32",,5507,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,70,0,TitLowCost,TitLowCost,"2,2","Il motore del centrocampo. Dinamico, tecnico e con buon senso del gol. Inserisce, recupera e contribuisce in entrambe le fasi: uno dei più completi della mediana. Come sesto/settimo slot può essere valido.",0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,1
PALMISANI,Frosinone,FRO,P,"3,8","5,8",3-6,5-8,2,86,"4,72",,6415,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,25, ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,2
KAIKI,Como,COM,D,"21,7","27,8",19-26,21-35,3,88,"6,23",,7414,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,OttimoTit,OttimoTit,0,"Fabregas lo aveva cercato anche a gennaio, ma il Cruzeiro bloccò il suo trasferimento. In questa sessione estiva il Como è tornato subito all'attacco per acquistarlo, segno che l'allenatore ci crede molto. Crediamo che sarà lui il titolare come terzino sinistro. Non è un goleador, ma ha grande propensione offensiva e sforna tanti cross. I +1 sono nelle sue corde.",0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
MUTANDWA,Cagliari,CAG,A,"2,3","4,1",2-3,4-6,5,52,"6,69",,6598,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"43,6", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,2
COLPANI,Monza,MON,C,20,"19,4",16-25,15-25,4,92,"6,41",,5878,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,60,0,OttimoTit,OttimoTit,0, ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
HAVEL,Genoa,GEN,A,"2,1",14,2-3,11-18,5,64,"6,56",,7453,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"61,8", ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,12
DRAGUSIN,Fiorentina,FIO,D,31,"25,8",28-35,20-33,3,84,"6,25",,5365,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0,Sarà uno dei due titolari nei centrali di difesa della Fiorentina. In Serie A ha già dimostrato di poter dire la sua e di poter anche portare bonus sugli sviluppi da calcio piazzato.,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
MEICHTRY,Genoa,GEN,C,"2,7",1,3-4,1-2,8,70,"6,42",,7409,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"72,9","Ci intriga parecchio. Nella passata stagione in Svizzera ha totalizzato 6 reti. Grandi doti fisiche e capacità d'inserimento. Non parte avanti nelle gerarchie, ma crediamo che potrà ritagliarsi il suo spazio.",0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
STANKOVIC A.,Inter,INT,C,"6,1",1,4-9,1-2,8,70,"6,4",,6503,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"29,4", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
KOUTSOUPIAS,Frosinone,FRO,C,"2,6",1,2-4,1-2,8,88,"6,13",,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"78,5", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
KVERNADZE,Frosinone,FRO,A,"7,1","2,4",5-10,2-3,5,88,"6,19",,6204,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,10,0,TitLowCost,TitLowCost,7,"Buona velocità e capacità di 1vs1, sa sia stare largo che accentrarsi. Ha un buon tiro e capacità di creare superiorità numerica. Nella stagione della promozione ha dimostrato di saper essere decisivo sia in fase di finalizzazione che di assist.",0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
MOTA,Monza,MON,A,"9,8","12,4",7-14,10-16,5,82,"6,32",,5882,0,0,0,0,0,0,0,0,0,0,0,0,0,B,10,0,0,TitLowCost,TitLowCost,"3,5","Versatile, può giocare da seconda punta, esterno o trequartista. Veloce, tecnico nello stretto e abile nell’uno contro uno. Ha buon dribbling, capacità di creare e anche di finalizzare. Non è un pure centravanti, ma un attaccante moderno che si muove tanto, pressa e lega il gioco. Spesso decisivo nelle azioni di qualità. In Serie A ha già dimostrato di poter fare il suo.",0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,2
UNAI GOMEZ,Udinese,UDI,C,"7,2",1,5-10,1-2,8,70,"6,23",,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,9,"Centrocampista moderno e molto duttile, cresciuto nell’Athletic Bilbao. Può giocare praticamente in tutte le zone del centrocampo: da trequartista, mezzala e anche mediano. È un profilo “moderno” che unisce qualità spagnola e carattere. All’Udinese può essere utile sia per dare equilibrio che per produrre gioco tra le linee. Lui stesso ha detto di voler migliorare nella finalizzazione, perché finora ha prodotto più corsa e lavoro che gol. Può essere una buona scommessa da sesto/settimo slot.",0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-6
PETAGNA,Monza,MON,A,"2,4",1,2-3,1-2,6,52,"6,07",,383,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"60,1", ,0,11,0, , ,FALSE,TRUE,In procinto di andare al Pisa,2026-08-20T09:36:19.000Z,-1
COLOMBO L.,Monza,MON,C,"2,7",1,3-4,1-2,8,78,"5,96",,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"91,8", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
GELLI F.,Frosinone,FRO,C,"2,5",1,2-4,1-2,8,52,"5,79",,6241,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,8", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
CHAKVETADZE,Udinese,UDI,C,"2,2",1,2-3,1-2,8,61,"6,1",,7418,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,4,Riserva,Riserva,92,"Trequartista/mezzala offensiva (o esterno sinistro) di qualità, arrivato definitivamente dal Watford. Scommessa da quinto/sesto slot.",0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
CICHELLA,Frosinone,FRO,C,"2,2",1,2-3,1-2,8,88,"6,01",,7473,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"92,9", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
HAPS,Venezia,VEN,D,"6,6",1,5-9,1-2,8,88,"5,98",,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"16,1", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-6
PEDRAZA,Lazio,LAZ,D,8,14,6-11,11-18,5,88,"6,12",,4817,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"7,5", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
BIRINDELLI,Monza,MON,D,"7,6","4,3",6-10,4-6,7,90,"6,04",,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,5,"Veloce, dinamico e abile nei cross. Ha buona tecnica di base e sa sovrapporsi con continuità. Aggressivo e resistente, è uno dei giocatori più propositivi della fascia destra. Come giocatore da ultimi slot può essere preso. Ricordandovi sempre chi il Monza lotterà per non retrocedere.",0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
BRACAGLIA,Frosinone,FRO,D,"3,2",1,3-5,1-2,8,76,"5,88",,7469,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"39,9", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
